"","UF","Capital","area","tipoArea","peso","idad","sexo","raca","nvlMaisElevado","anosEst","posTrab","posOcup","rendOcup","grupPosOcup","ocup","classeOcup1","classeOcup2","ln_rendOcup"
"470251",53,53,1,1,420.5718,51,"M","Branca",7,16,1,1,12000,7,210,8,10,9.39266192877014
"470255",53,53,1,1,629.7806,28,"M","Parda ",2,2,1,1,1400,1,5414,7,5,7.24422751560335
"470257",53,53,1,1,629.7806,28,"F","Branca",7,16,1,1,1250,1,2269,10,2,7.13089883029635
"470259",53,53,1,1,449.3504,57,"M","Parda ",7,16,1,1,23000,5,3311,7,3,10.0432494949113
"470262",53,53,1,1,710.7399,30,"F","Branca",7,16,1,1,13000,2,2212,9,2,9.47270463644367
"470263",53,53,1,1,426.402,64,"F","Branca",7,16,1,1,4500,9,2634,9,2,8.41183267575841
"470265",53,53,1,1,905.2892,27,"F","Preta",7,16,1,1,10000,7,3352,8,3,9.21034037197618
"470266",53,53,1,1,513.3971,41,"F","Parda ",7,16,1,1,6000,5,4110,7,4,8.69951474821019
"470267",53,53,1,1,905.2892,28,"M","Branca",7,16,1,1,8000,6,2142,8,2,8.98719682066197
"470269",53,53,2,1,285.0529,27,"F","Branca",5,12,1,1,1212,1,5223,4,5,7.10002716662926
"470270",53,53,2,1,285.0529,23,"F","Branca",5,12,1,1,1212,1,4226,4,4,7.10002716662926
"470272",53,53,2,1,307.6632,46,"F","Branca",7,16,1,1,4000,1,4110,7,4,8.29404964010203
"470273",53,53,2,1,307.6632,26,"F","Parda ",7,16,1,1,1212,1,2355,10,2,7.10002716662926
"470274",53,53,2,1,307.6632,29,"M","Parda ",7,16,1,1,6000,9,3423,10,3,8.69951474821019
"470276",53,53,2,1,247.9855,63,"F","Branca",7,16,1,1,17000,7,4110,8,4,9.74096862303835
"470278",53,53,2,1,253.7436,48,"M","Parda ",7,14,1,1,2500,6,4110,8,4,7.82404601085629
"470286",53,53,2,1,225.7936,33,"F","Branca",7,14,1,1,1000,9,3311,7,3,6.90775527898214
"470287",53,53,2,1,225.7936,30,"F","Parda ",7,16,1,1,1000,9,3311,7,3,6.90775527898214
"470289",53,53,2,1,321.3444,35,"M","Branca",4,11,1,1,1500,1,8322,4,8,7.3132203870903
"470292",53,53,2,1,274.9435,35,"M","Parda ",7,16,1,1,6600,1,2433,2,2,8.79482492801452
"470295",53,53,2,1,204.7326,52,"M","Parda ",2,7,1,1,1500,2,5223,4,5,7.3132203870903
"470298",53,53,2,1,207.3462,63,"M","Parda ",2,8,1,1,1000,9,7112,10,7,6.90775527898214
"470302",53,53,2,1,339.8829,37,"M","Branca",5,12,1,1,3000,2,6210,10,6,8.00636756765025
"470303",53,53,2,1,339.8829,37,"F","Preta",5,12,1,1,1500,3,9111,11,9,7.3132203870903
"470305",53,53,2,1,253.9572,58,"M","Branca",7,16,1,1,16000,7,2132,7,2,9.68034400122192
"470308",53,53,2,1,370.3808,35,"M","Parda ",7,16,1,1,4000,8,6111,1,6,8.29404964010203
"470309",53,53,2,1,370.3808,28,"F","Parda ",7,16,1,1,4000,8,6111,1,6,8.29404964010203
"470313",53,53,2,1,332.4778,38,"M","Parda ",2,4,1,1,1212,3,9111,11,9,7.10002716662926
"470314",53,53,2,1,332.4778,36,"F","Branca",5,12,1,1,1212,3,9111,11,9,7.10002716662926
"470318",53,53,2,1,261.1219,41,"M","Parda ",3,9,1,1,1500,9,9629,7,9,7.3132203870903
"470320",53,53,2,1,432.4196,29,"M","Parda ",2,8,1,1,1212,3,9111,11,9,7.10002716662926
"470321",53,53,2,1,432.4196,29,"F","Branca",7,16,1,1,400,4,5322,11,5,5.99146454710798
"470323",53,53,2,1,397.0834,33,"M","Branca",3,9,1,1,3000,8,7231,4,7,8.00636756765025
"470326",53,53,2,1,351.0932,42,"M","Branca",2,6,1,1,3000,8,9313,3,9,8.00636756765025
"470328",53,53,2,1,228.1122,64,"M","Preta",2,2,1,1,1200,9,7112,3,7,7.09007683577609
"470332",53,53,2,1,619.4911,34,"M","Parda ",1,0,1,1,480,9,9520,4,9,6.17378610390194
"470339",53,53,2,1,484.8081,24,"M","Branca",7,16,1,1,1300,1,4110,7,4,7.17011954344963
"470340",53,53,2,1,642.6317,35,"M","Parda ",2,7,1,1,1300,1,5120,6,5,7.17011954344963
"470341",53,53,2,1,642.6317,35,"F","Parda ",5,12,1,1,600,4,9111,11,9,6.39692965521615
"470345",53,53,2,1,636.0654,30,"F","Parda ",2,5,1,1,300,2,9612,2,9,5.7037824746562
"470346",53,53,2,1,636.0654,30,"M","Parda ",2,5,1,1,300,2,9612,2,9,5.7037824746562
"470351",53,53,2,1,406.0988,51,"M","Parda ",4,11,1,1,3000,1,7115,7,7,8.00636756765025
"470353",53,53,2,1,566.5315,46,"M","Parda ",5,12,1,1,2200,1,5414,7,5,7.69621263934641
"470354",53,53,2,1,566.5315,40,"F","Branca",5,12,1,1,1800,1,7531,2,7,7.49554194388426
"470355",53,53,2,1,566.5315,23,"M","Parda ",6,13,1,1,1212,2,4110,9,4,7.10002716662926
"470357",53,53,2,1,394.5229,46,"F","Parda ",5,12,1,1,350,9,8153,2,8,5.85793315448346
"470358",53,53,2,1,394.5229,58,"M","Parda ",2,2,1,1,3000,1,5153,9,5,8.00636756765025
"470359",53,53,2,1,394.5229,57,"M","Parda ",2,6,1,1,2000,9,7112,3,7,7.60090245954208
"470360",53,53,2,1,394.5229,45,"F","Parda ",2,5,1,1,2000,4,5322,11,5,7.60090245954208
"470361",53,53,2,1,651.0488,28,"F","Parda ",2,5,1,1,200,2,9612,2,9,5.29831736654804
"470362",53,53,2,1,651.0488,28,"M","Parda ",2,5,1,1,200,2,9612,2,9,5.29831736654804
"470369",53,53,1,1,366.3251,41,"M","Branca",7,16,1,1,2000,1,8322,7,8,7.60090245954208
"470370",53,53,1,1,366.3251,23,"M","Branca",7,15,1,1,1800,2,2166,7,2,7.49554194388426
"470371",53,53,1,1,271.0627,58,"F","Parda ",5,12,1,1,1500,1,5223,4,5,7.3132203870903
"470372",53,53,1,1,271.0627,55,"M","Parda ",5,12,1,1,2500,2,5223,4,5,7.82404601085629
"470373",53,53,1,1,405.8714,51,"F","Parda ",7,14,1,1,5500,7,5312,9,5,8.61250337122056
"470377",53,53,1,1,405.8714,26,"M","Preta",1,0,1,1,1500,1,9334,4,9,7.3132203870903
"470378",53,53,1,1,334.0761,56,"M","Parda ",2,1,1,1,3000,8,5211,6,5,8.00636756765025
"470379",53,53,1,1,334.0761,54,"F","Parda ",7,16,1,1,4500,1,4110,7,4,8.41183267575841
"470380",53,53,1,1,334.0761,20,"F","Parda ",7,14,1,1,1000,2,5212,6,5,6.90775527898214
"470382",53,53,1,1,379.1644,41,"F","Branca",6,13,1,1,2200,1,2423,7,2,7.69621263934641
"470383",53,53,1,1,379.1644,47,"M","Branca",5,12,1,1,1800,1,8332,4,8,7.49554194388426
"470384",53,53,1,1,379.1644,19,"F","Branca",6,14,1,1,1100,1,4110,7,4,7.00306545878646
"470387",53,53,1,1,301.9838,57,"M","Preta",5,12,1,1,3500,9,5244,4,5,8.1605182474775
"470388",53,53,1,1,301.9838,51,"F","Parda ",7,14,1,1,5000,7,3221,9,3,8.51719319141624
"470391",53,53,1,1,362.0438,42,"M","Parda ",7,14,1,1,3200,1,2411,7,2,8.07090608878782
"470393",53,53,1,1,372.1785,37,"F","Branca",5,12,1,1,1370,3,9111,11,9,7.22256601882217
"470394",53,53,1,1,372.1785,52,"M","Branca",5,12,1,1,1900,1,5223,4,5,7.54960916515453
"470396",53,53,1,1,461.1209,28,"F","Parda ",5,12,1,1,2000,1,5222,4,5,7.60090245954208
"470397",53,53,1,1,461.1209,47,"M","Indígena",5,12,1,1,3000,1,5414,7,5,8.00636756765025
"470401",53,53,1,1,301.2282,47,"F","Branca",7,16,1,1,3000,2,2250,7,2,8.00636756765025
"470403",53,53,1,1,392.0846,50,"F","Branca",7,16,1,1,5000,7,2342,9,2,8.51719319141624
"470405",53,53,1,1,353.7826,56,"F","Preta",3,9,1,1,1212,4,9111,11,9,7.10002716662926
"470407",53,53,1,1,365.0298,44,"M","Branca",6,15,1,1,7000,7,7233,2,7,8.85366542803745
"470409",53,53,1,1,379.7559,55,"M","Parda ",5,12,1,1,1800,1,8332,5,8,7.49554194388426
"470410",53,53,1,1,379.7559,50,"F","Parda ",5,12,1,1,1500,1,5321,9,5,7.3132203870903
"470412",53,53,1,1,407.4126,38,"F","Parda ",5,12,1,1,1400,2,4226,4,4,7.24422751560335
"470413",53,53,1,1,407.4126,22,"F","Parda ",5,12,1,1,1200,2,9129,7,9,7.09007683577609
"470414",53,53,1,1,407.4126,18,"M","Parda ",3,9,1,1,2500,9,7412,10,7,7.82404601085629
"470415",53,53,1,1,407.184,55,"F","Branca",7,16,1,1,3000,7,3313,8,3,8.00636756765025
"470416",53,53,1,1,407.184,23,"F","Branca",5,12,1,1,3000,9,2320,9,2,8.00636756765025
"470419",53,53,1,1,392.8666,44,"M","Parda ",5,12,1,1,1212,9,7214,3,7,7.10002716662926
"470420",53,53,1,1,392.8666,43,"F","Parda ",5,12,1,1,400,9,7512,6,7,5.99146454710798
"470423",53,53,1,1,453.7136,44,"F","Preta",3,9,1,1,600,4,5311,11,5,6.39692965521615
"470424",53,53,1,1,453.7136,23,"M","Parda ",5,12,1,1,1212,2,8322,5,8,7.10002716662926
"470427",53,53,1,1,494.5179,70,"F","Preta",2,4,1,1,1500,1,9412,7,9,7.3132203870903
"470428",53,53,1,1,494.5179,25,"M","Branca",7,14,1,1,1600,9,7411,3,7,7.37775890822787
"470431",53,53,1,1,283.9952,52,"F","Branca",5,12,1,1,1400,1,4226,9,4,7.24422751560335
"470432",53,53,1,1,475.1063,30,"M","Parda ",5,12,1,1,130,2,9122,4,9,4.86753445045558
"470434",53,53,1,1,475.1063,25,"M","Branca",6,13,1,1,1212,1,4226,9,4,7.10002716662926
"470435",53,53,1,1,475.1063,19,"M","Indígena",2,6,1,1,1212,1,7512,4,7,7.10002716662926
"470437",53,53,1,1,407.0954,33,"M","Parda ",7,16,1,1,1212,2,8321,4,8,7.10002716662926
"470440",53,53,1,1,533.7248,25,"M","Parda ",6,14,1,1,1000,9,7131,3,7,6.90775527898214
"470441",53,53,1,1,299.9357,43,"F","Parda ",4,11,1,1,1212,3,9111,11,9,7.10002716662926
"470442",53,53,1,1,299.9357,19,"F","Branca",6,15,1,1,1212,1,9112,6,9,7.10002716662926
"470444",53,53,1,1,276.0391,60,"M","Parda ",2,5,1,1,1800,1,5153,9,5,7.49554194388426
"470445",53,53,1,1,423.3625,36,"M","Parda ",2,8,1,1,5000,9,6112,4,6,8.51719319141624
"470451",53,53,1,1,360.8426,40,"M","Preta",4,10,1,1,2000,1,7322,2,7,7.60090245954208
"470453",53,53,1,1,321.4456,40,"M","Branca",7,16,1,1,3000,9,2411,7,2,8.00636756765025
"470454",53,53,1,1,321.4456,36,"F","Parda ",5,12,1,1,3000,9,3313,7,3,8.00636756765025
"470457",53,53,1,1,542.7289,34,"M","Parda ",7,16,1,1,4000,7,412,8,10,8.29404964010203
"470458",53,53,1,1,287.6587,35,"F","Parda ",5,12,1,1,1400,1,5223,4,5,7.24422751560335
"470462",53,53,1,1,364.0454,23,"F","Parda ",5,12,1,1,1212,2,5244,4,5,7.10002716662926
"470466",53,53,1,1,197.0024,58,"M","Preta",5,12,1,1,2000,9,7112,3,7,7.60090245954208
"470467",53,53,1,1,271.5789,41,"M","Parda ",3,9,1,1,1500,1,9612,2,9,7.3132203870903
"470468",53,53,1,1,271.5789,27,"F","Parda ",5,12,1,1,100,9,7318,2,7,4.60517018598809
"470469",53,53,1,1,262.3039,32,"F","Branca",7,16,1,1,5000,5,2341,9,2,8.51719319141624
"470473",53,53,1,1,203.714,37,"F","Parda ",4,11,1,1,1212,1,9112,9,9,7.10002716662926
"470475",53,53,1,1,234.0229,64,"F","Parda ",2,2,1,1,1400,4,9111,11,9,7.24422751560335
"470476",53,53,1,1,234.0229,42,"F","Parda ",2,8,1,1,1300,4,9111,11,9,7.17011954344963
"470480",53,53,1,1,215.829,42,"F","Parda ",7,16,1,1,4000,7,4110,8,4,8.29404964010203
"470486",53,53,1,1,333.6921,29,"F","Parda ",5,12,1,1,1600,1,9412,9,9,7.37775890822787
"470487",53,53,1,1,333.6921,33,"M","Preta",3,9,1,1,2000,2,7213,2,7,7.60090245954208
"470490",53,53,1,1,280.8091,39,"F","Parda ",5,12,1,1,500,2,5131,7,5,6.21460809842219
"470491",53,53,1,1,280.8091,38,"M","Branca",5,12,1,1,500,2,5131,7,5,6.21460809842219
"470495",53,53,1,1,241.068,38,"F","Preta",6,15,1,1,1212,1,4222,7,4,7.10002716662926
"470496",53,53,1,1,241.068,24,"M","Preta",5,12,1,1,2600,1,3221,9,3,7.86326672400957
"470497",53,53,1,1,216.7269,49,"M","Parda ",2,6,1,1,1000,9,7112,3,7,6.90775527898214
"470499",53,53,1,1,370.0159,52,"F","Branca",7,16,1,1,5000,7,2351,8,2,8.51719319141624
"470502",53,53,1,1,429.4752,42,"F","Parda ",7,16,1,1,3000,1,2634,9,2,8.00636756765025
"470503",53,53,1,1,589.6806,40,"F","Branca",7,16,1,1,6000,7,2341,9,2,8.69951474821019
"470504",53,53,1,1,589.6806,20,"M","Branca",5,12,1,1,1500,9,8321,5,8,7.3132203870903
"470506",53,53,1,1,737.7021,32,"M","Parda ",7,16,1,1,2000,1,3114,10,3,7.60090245954208
"470508",53,53,1,1,493.2934,50,"M","Parda ",5,12,1,1,3000,1,5414,7,5,8.00636756765025
"470512",53,53,1,1,418.9381,53,"F","Parda ",7,16,1,1,2000,5,4110,7,4,7.60090245954208
"470513",53,53,1,1,418.9381,60,"M","Branca",7,16,1,1,8000,7,3411,8,3,8.98719682066197
"470516",53,53,1,1,254.8614,29,"M","Branca",7,16,1,1,1212,2,2354,9,2,7.10002716662926
"470517",53,53,1,1,350.847,34,"M","Parda ",2,1,1,1,3300,1,7522,2,7,8.10167774745457
"470518",53,53,1,1,350.847,28,"F","Parda ",2,1,1,1,600,2,4226,6,4,6.39692965521615
"470524",53,53,1,1,275.7874,43,"F","Branca",5,12,1,1,1500,1,4226,7,4,7.3132203870903
"470525",53,53,1,1,275.7874,47,"M","Branca",5,12,1,1,3000,1,3522,7,3,8.00636756765025
"470528",53,53,1,1,242.0808,45,"F","Preta",4,12,1,1,1350,1,9412,9,9,7.20785987143248
"470529",53,53,1,1,242.0808,44,"M","Preta",2,6,1,1,2000,9,9313,3,9,7.60090245954208
"470530",53,53,1,1,242.0808,19,"M","Preta",5,12,1,1,1000,2,9313,3,9,6.90775527898214
"470531",53,53,1,1,330.273,28,"F","Parda ",5,12,1,1,1212,4,5322,11,5,7.10002716662926
"470532",53,53,1,1,330.273,20,"M","Branca",6,13,1,1,1300,1,9334,4,9,7.17011954344963
"470533",53,53,1,1,204.5679,73,"M","Branca",2,5,1,1,1212,2,5243,4,5,7.10002716662926
"470534",53,53,1,1,192.2333,55,"M","Parda ",2,1,1,1,1213,1,9112,7,9,7.10085190894405
"470535",53,53,1,1,192.2333,53,"F","Parda ",2,1,1,1,1400,3,9111,11,9,7.24422751560335
"470537",53,53,1,1,262.3864,45,"M","Branca",5,12,1,1,2500,2,8332,4,8,7.82404601085629
"470540",53,53,1,1,253.6754,43,"F","Preta",5,12,1,1,1416,1,9112,7,9,7.25559127425367
"470544",53,53,1,1,273.3885,35,"M","Parda ",5,12,1,1,2000,1,5414,7,5,7.60090245954208
"470548",53,53,1,1,291.9006,44,"F","Parda ",4,11,1,1,800,9,9520,4,9,6.68461172766793
"470549",53,53,1,1,291.9006,33,"M","Parda ",4,11,1,1,1212,1,9112,7,9,7.10002716662926
"470552",53,53,1,1,269.3006,49,"M","Parda ",2,8,1,1,5000,9,8332,5,8,8.51719319141624
"470553",53,53,1,1,269.3006,39,"F","Branca",7,14,1,1,2800,5,2342,9,2,7.9373746961633
"470554",53,53,1,1,269.3006,17,"M","Branca",3,9,1,1,480,1,4110,9,4,6.17378610390194
"470556",53,53,1,1,303.879,47,"M","Parda ",2,1,1,1,4000,1,3122,2,3,8.29404964010203
"470560",53,53,1,1,284.8334,41,"M","Branca",2,6,1,1,1212,9,7123,3,7,7.10002716662926
"470561",53,53,1,1,284.8334,36,"F","Parda ",5,12,1,1,300,9,5142,10,5,5.7037824746562
"470564",53,53,1,1,302.1807,47,"F","Branca",5,12,1,1,1212,1,4110,9,4,7.10002716662926
"470568",53,53,1,1,445.8375,25,"M","Parda ",3,9,1,1,1500,1,7512,6,7,7.3132203870903
"470569",53,53,1,1,225.8616,52,"F","Parda ",7,16,1,1,1500,1,4311,9,4,7.3132203870903
"470571",53,53,1,1,199.9004,59,"F","Branca",7,15,1,1,6000,7,4110,8,4,8.69951474821019
"470572",53,53,1,1,199.9004,61,"M","Parda ",7,15,1,1,9000,7,8322,8,8,9.10497985631836
"470573",53,53,1,1,249.9847,56,"F","Branca",7,16,1,1,3000,2,2636,10,2,8.00636756765025
"470574",53,53,1,1,249.9847,43,"M","Branca",5,12,1,1,4000,7,3115,8,3,8.29404964010203
"470578",53,53,1,1,262.9792,21,"M","Parda ",5,12,1,1,1212,1,5223,4,5,7.10002716662926
"470579",53,53,1,1,263.8681,35,"F","Parda ",3,9,1,1,1400,1,9629,9,9,7.24422751560335
"470582",53,53,1,1,361.3246,29,"M","Parda ",7,14,1,1,2000,8,1412,6,1,7.60090245954208
"470583",53,53,1,1,361.3246,29,"F","Parda ",7,14,1,1,2500,9,2166,7,2,7.82404601085629
"470584",53,53,1,1,292.0615,52,"M","Preta",3,9,1,1,1500,9,7213,2,7,7.3132203870903
"470586",53,53,1,1,292.0615,19,"F","Parda ",4,11,1,1,200,2,5142,10,5,5.29831736654804
"470587",53,53,1,1,378.5667,28,"M","Parda ",5,12,1,1,1618,1,9112,7,9,7.38894609761844
"470588",53,53,1,1,378.5667,30,"F","Parda ",7,16,1,1,1250,2,4120,9,4,7.13089883029635
"470591",53,53,1,1,349.7196,46,"F","Parda ",4,11,1,1,1215,1,9112,7,9,7.10249935577465
"470595",53,53,1,1,352.9668,18,"M","Parda ",5,12,1,1,800,2,9122,4,9,6.68461172766793
"470597",53,53,1,1,352.9668,36,"M","Parda ",5,12,1,1,1700,2,8332,2,8,7.43838353004431
"470598",53,53,1,1,303.5916,57,"M","Parda ",2,5,1,1,2630,2,7112,3,7,7.87473912517181
"470599",53,53,1,1,303.5916,47,"F","Parda ",2,5,1,1,1215,4,9111,11,9,7.10249935577465
"470600",53,53,1,1,303.5916,22,"M","Branca",4,11,1,1,1215,2,8322,5,8,7.10249935577465
"470605",53,53,1,1,247.6799,50,"F","Parda ",5,12,1,1,1400,1,4110,7,4,7.24422751560335
"470606",53,53,1,1,255.2558,50,"M","Branca",3,9,1,1,200,2,9329,4,9,5.29831736654804
"470607",53,53,1,1,255.2558,53,"F","Branca",3,9,1,1,100,2,7512,4,7,4.60517018598809
"470612",53,53,1,1,334.8227,48,"M","Parda ",2,6,1,1,1212,1,9112,6,9,7.10002716662926
"470613",53,53,1,1,334.8227,35,"F","Parda ",2,7,1,1,1212,4,9111,11,9,7.10002716662926
"470618",53,53,1,1,330.6418,50,"M","Parda ",5,13,1,1,1212,1,9112,7,9,7.10002716662926
"470622",53,53,1,1,330.6418,51,"F","Parda ",5,12,1,1,1212,4,5311,11,5,7.10002716662926
"470625",53,53,1,1,366.5172,35,"M","Parda ",7,16,1,1,2000,7,5120,9,5,7.60090245954208
"470627",53,53,1,1,324.374,46,"F","Parda ",7,16,1,1,6000,7,3253,8,3,8.69951474821019
"470630",53,53,1,1,339.5999,42,"M","Parda ",7,14,1,1,3000,9,8322,5,8,8.00636756765025
"470631",53,53,1,1,339.5999,57,"F","Parda ",7,16,1,1,4000,1,4120,9,4,8.29404964010203
"470632",53,53,1,1,397.2359,55,"M","Parda ",7,14,1,1,7000,7,2619,8,2,8.85366542803745
"470633",53,53,1,1,397.2359,49,"F","Parda ",7,14,1,1,4000,1,5414,7,5,8.29404964010203
"470636",53,53,1,1,439.3195,37,"F","Parda ",7,16,1,1,5000,2,4120,9,4,8.51719319141624
"470637",53,53,1,1,439.3195,37,"M","Preta",7,16,1,1,1212,1,5223,4,5,7.10002716662926
"470642",53,53,1,1,591.6356,31,"M","Branca",7,16,1,1,7000,8,1420,4,1,8.85366542803745
"470645",53,53,1,1,402.2791,48,"F","Parda ",7,16,1,1,2300,5,2341,9,2,7.74066440191724
"470646",53,53,1,1,402.2791,54,"M","Parda ",5,12,1,1,1000,9,5221,4,5,6.90775527898214
"470647",53,53,1,1,402.2791,22,"M","Parda ",7,14,1,1,3000,7,210,8,10,8.00636756765025
"470649",53,53,1,1,431.9993,49,"F","Parda ",5,12,1,1,500,9,5141,10,5,6.21460809842219
"470650",53,53,1,1,431.9993,30,"M","Parda ",5,12,1,1,1600,9,3431,7,3,7.37775890822787
"470654",53,53,1,1,351.2408,27,"F","Parda ",7,16,1,1,3000,9,7321,2,7,8.00636756765025
"470657",53,53,1,1,804.6909,31,"M","Parda ",5,12,1,1,3000,1,3322,4,3,8.00636756765025
"470658",53,53,1,1,804.6909,31,"F","Parda ",5,12,1,1,2000,9,5249,4,5,7.60090245954208
"470661",53,53,1,1,579.4709,44,"F","Amarela",5,12,1,1,600,4,9111,11,9,6.39692965521615
"470663",53,53,1,1,665.8599,36,"F","Preta",5,12,1,1,150,4,9111,11,9,5.01063529409626
"470666",53,53,1,1,781.1409,19,"M","Amarela",5,12,1,1,300,9,9313,3,9,5.7037824746562
"470669",53,53,1,1,1097.07,29,"M","Parda ",6,14,1,1,1200,2,5223,4,5,7.09007683577609
"470670",53,53,1,1,807.2132,31,"F","Parda ",5,12,1,1,1100,9,5142,10,5,7.00306545878646
"470674",53,53,1,1,780.2794,40,"M","Parda ",2,6,1,1,300,9,9520,4,9,5.7037824746562
"470678",53,53,1,1,896.5778,30,"M","Preta",2,6,1,1,1100,2,9313,3,9,7.00306545878646
"470679",53,53,1,1,757.0863,41,"M","Parda ",7,14,1,1,1600,1,9412,6,9,7.37775890822787
"470685",53,53,1,1,597.2035,36,"M","Parda ",3,9,1,1,1212,2,9313,3,9,7.10002716662926
"470688",53,53,1,1,515.7654,39,"M","Branca",7,16,1,1,10000,7,4110,8,4,9.21034037197618
"470689",53,53,1,1,579.7309,40,"M","Parda ",5,12,1,1,3000,1,3115,4,3,8.00636756765025
"470690",53,53,1,1,579.7309,39,"F","Parda ",7,16,1,1,5000,8,5120,6,5,8.51719319141624
"470691",53,53,1,1,579.7309,20,"F","Branca",5,12,1,1,2000,2,5120,6,5,7.60090245954208
"470693",53,53,1,1,483.3457,50,"F","Branca",5,12,1,1,1212,1,5223,4,5,7.10002716662926
"470694",53,53,1,1,483.3457,50,"M","Branca",5,12,1,1,1212,1,5153,7,5,7.10002716662926
"470697",53,53,1,1,756.3601,32,"M","Parda ",5,12,1,1,1800,2,8332,4,8,7.49554194388426
"470700",53,53,1,1,474.9204,45,"M","Parda ",5,12,1,1,3000,1,9334,7,9,8.00636756765025
"470701",53,53,1,1,474.9204,56,"F","Parda ",4,10,1,1,1400,1,9112,9,9,7.24422751560335
"470702",53,53,1,1,584.713,34,"M","Preta",5,12,1,1,1212,2,5414,7,5,7.10002716662926
"470704",53,53,1,1,584.713,57,"F","Parda ",3,9,1,1,2424,1,8153,2,8,7.7931743471892
"470708",53,53,1,1,282.09,26,"M","Parda ",7,16,1,1,5000,7,412,8,10,8.51719319141624
"470711",53,53,1,1,266.0878,20,"M","Parda ",5,12,1,1,1212,9,8332,5,8,7.10002716662926
"470712",53,53,1,1,266.0878,56,"F","Parda ",2,8,1,1,1212,4,9111,11,9,7.10002716662926
"470715",53,53,1,1,209.063,47,"F","Parda ",7,16,1,1,2346,1,4110,7,4,7.76046702921342
"470718",53,53,1,1,342.308,29,"M","Parda ",2,7,1,1,2000,9,7131,3,7,7.60090245954208
"470719",53,53,1,1,193.1722,52,"F","Parda ",3,9,1,1,2000,9,5243,4,5,7.60090245954208
"470720",53,53,1,1,302.0044,43,"F","Branca",5,12,1,1,1212,2,5223,4,5,7.10002716662926
"470723",53,53,1,1,301.6321,46,"F","Branca",5,12,1,1,2000,2,3313,3,3,7.60090245954208
"470724",53,53,1,1,301.6321,52,"M","Branca",5,12,1,1,2000,2,3322,4,3,7.60090245954208
"470726",53,53,1,1,301.6321,17,"F","Branca",4,11,1,1,600,2,4226,7,4,6.39692965521615
"470727",53,53,1,1,304.5953,33,"F","Parda ",7,14,1,1,1212,1,9112,7,9,7.10002716662926
"470731",53,53,1,1,224.7909,47,"F","Preta",5,12,1,1,1000,4,9111,11,9,6.90775527898214
"470732",53,53,1,1,224.7909,21,"F","Preta",7,14,1,1,650,2,4226,7,4,6.47697236288968
"470734",53,53,1,1,225.7521,50,"M","Parda ",3,9,1,1,2000,1,7512,4,7,7.60090245954208
"470735",53,53,1,1,225.7521,52,"F","Parda ",2,8,1,1,1300,1,9112,7,9,7.17011954344963
"470736",53,53,1,1,225.7521,19,"M","Parda ",5,12,1,1,1300,1,4321,4,4,7.17011954344963
"470737",53,53,1,1,225.7521,18,"M","Parda ",4,10,1,1,1300,1,9629,4,9,7.17011954344963
"470738",53,53,1,1,210.0327,66,"M","Parda ",5,12,1,1,5000,7,3411,8,3,8.51719319141624
"470741",53,53,1,1,242.691,67,"M","Branca",7,16,1,1,18000,7,3411,8,3,9.7981270368783
"470744",53,53,1,1,182.9355,55,"F","Parda ",2,7,1,1,1500,1,5223,4,5,7.3132203870903
"470745",53,53,1,1,182.9355,56,"M","Branca",2,8,1,1,4000,1,7549,2,7,8.29404964010203
"470747",53,53,1,1,259.6201,38,"M","Parda ",5,12,1,1,2000,1,9333,4,9,7.60090245954208
"470749",53,53,1,1,259.6201,49,"F","Parda ",5,12,1,1,1800,4,9111,11,9,7.49554194388426
"470750",53,53,1,1,340.4588,32,"M","Branca",5,12,1,1,1300,1,4110,9,4,7.17011954344963
"470751",53,53,1,1,340.4588,27,"F","Branca",5,12,1,1,1300,1,4110,9,4,7.17011954344963
"470753",53,53,1,1,208.6498,39,"F","Parda ",7,16,1,1,2000,1,4110,3,4,7.60090245954208
"470754",53,53,1,1,293.3308,36,"M","Branca",5,12,1,1,1500,1,7511,4,7,7.3132203870903
"470755",53,53,1,1,293.3308,32,"F","Parda ",4,11,1,1,1200,9,5142,10,5,7.09007683577609
"470758",53,53,1,1,238.5253,24,"F","Parda ",7,16,1,1,4600,1,2330,9,2,8.43381158247719
"470760",53,53,1,1,340.4588,32,"M","Branca",7,16,1,1,4500,1,3511,7,3,8.41183267575841
"470761",53,53,1,1,340.4588,28,"F","Branca",7,16,1,1,1500,9,2611,7,2,7.3132203870903
"470772",53,53,1,1,425.4962,24,"F","Parda ",5,12,1,1,1212,1,5223,4,5,7.10002716662926
"470774",53,53,1,1,423.286,59,"M","Parda ",2,5,1,1,1200,9,7115,2,7,7.09007683577609
"470775",53,53,1,1,423.286,48,"F","Parda ",5,12,1,1,1500,1,9112,7,9,7.3132203870903
"470776",53,53,1,1,423.286,21,"M","Parda ",6,14,1,1,1200,1,5223,4,5,7.09007683577609
"470778",53,53,1,1,658.9888,24,"M","Branca",5,12,1,1,2200,1,4110,3,4,7.69621263934641
"470779",53,53,1,1,444.7246,18,"M","Branca",4,10,1,1,1500,2,5246,6,5,7.3132203870903
"470780",53,53,1,1,446.9755,34,"F","Branca",4,11,1,1,1212,1,9112,4,9,7.10002716662926
"470782",53,53,1,1,480.5628,31,"F","Preta",7,16,1,1,1100,8,2634,9,2,7.00306545878646
"470783",53,53,1,1,480.5628,46,"M","Branca",7,16,1,1,4600,7,3512,9,3,8.43381158247719
