"","Escola","ID_ESCOLA","id_municipio","rede","n_alunos","IEE","anos_escolares","ideb","MEDIA_MT_SAEB_2019","MEDIA_LP_SAEB_2019","MEDIA_CN_SAEB_2019","MEDIA_CH_SAEB_2019","NSE10","p_SE","p_brancos","me_educMae","Latitude","Longitude"
"907","EMEF WANDA OVIDIO GONCALVES PROFA",35271159,3550308,"municipal",72,1,"finais (6-9)",4.7,246.45,243.74,NA,NA,4.96,0.11,0.06,9.76,-23.4894496,-46.3860454
"908","CEU EMEF MARIA CLARA MACHADO",35271160,3550308,"municipal",135,0.92,"finais (6-9)",5.1,255.39,259.58,NA,NA,5.26,0.18,0.16,9.63,-23.5134,-46.3897
"909","EMEF MARIA APARECIDA VILASBOAS PROFA",35271196,3550308,"municipal",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,4.83,NA,NA,NA,-23.6393864,-46.4470552
"910","EMEF VEREMUNDO TOTH DOM",35271226,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,4.33,NA,NA,NA,-23.6224408,-46.72882801
"911","EMEF JOSE PEGORARO PE",35271248,3550308,"municipal",71,0.92,"finais (6-9)",5,270.96,270.22,NA,NA,5.06,0.17,0.21,8.97,-23.75300773,-46.67724608
"912","EMEF EDGARD CARONE",35275013,3550308,"municipal",65,0.83,"finais (6-9)",5.8,273.27,285.1,NA,NA,5.53,0.17,0.25,9.45,-23.4334,-46.7909
"913","EMEF MARINA MELANDER COUTINHO PROFA",35280331,3550308,"municipal",85,1,"finais (6-9)",4.9,272.51,276.63,NA,NA,5.4,0.07,0.19,9.69,-23.7139693,-46.6916831
"914","EMEF GIUSEPPE TAVOLARO PROF",35280422,3550308,"municipal",102,1,"finais (6-9)",5.3,264.92,254.14,NA,NA,4.97,0.11,0.39,8.09,-23.6135,-46.4893
"915","EMEF TEREZINHA MOTA DE FIGUEIREDO",35280847,3550308,"municipal",72,0.92,"finais (6-9)",5.2,261.51,260.26,NA,NA,5.22,0.12,0.14,9.46,-23.6803,-46.795
"916","EMEF DAISY AMADIO FUJIWARA PROFA",35281438,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,4.71,NA,NA,NA,-23.5956,-46.788
"917","EMEF AYRTON OLIVEIRA SAMPAIO PROF",35282397,3550308,"municipal",NA,1,"finais (6-9)",NA,NA,NA,NA,NA,5.21,NA,NA,NA,-23.76460866,-46.70364032
"918","EMEF ALDO DA TOFORI PE",35282480,3550308,"municipal",105,0.92,"finais (6-9)",5.3,261.88,264.88,NA,NA,5.07,0.09,0.39,8.96,-23.702,-46.6398
"919","PAULO KOBAYASHI",35283903,3550308,"estadual",117,0.92,"finais (6-9)",4.1,244.56,247.21,NA,NA,4.75,0.02,0.24,8.98,-23.484266,-46.4581015
"920","LUIS AMBRA DESEMBARGADOR",35284300,3550308,"estadual",176,0.75,"finais (6-9)",4.2,241.92,249.7,NA,NA,5.12,0.06,0.24,9.15,-23.5213013,-46.4048635
"921","BELIZE",35284324,3550308,"estadual",NA,0.75,"finais (6-9)",NA,NA,NA,NA,NA,5.07,NA,NA,NA,-23.59469731,-46.41932927
"922","EMEF CITY JARAGUA IV",35286448,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,4.92,NA,NA,NA,NA,NA
"923","OSCAR DIAS CORREIA MINISTRO",35290543,3550308,"estadual",NA,0.67,"finais (6-9)",NA,NA,NA,NA,NA,5.26,NA,NA,NA,-23.4399404,-46.7504377
"924","REPUBLICA DO PANAMA",35297501,3550308,"estadual",111,0.92,"finais (6-9)",5.1,260.92,265.71,NA,NA,5.37,0.08,0.32,9.36,-23.6411595,-46.7462306
"925","CEU EMEF AGUA AZUL",35298177,3550308,"municipal",66,1,"finais (6-9)",4.8,246.32,246.2,NA,NA,5.37,0.12,0.24,11.49,-23.5942835,-46.4066298
"926","CEU EMEF FEITICO DA VILA",35298232,3550308,"municipal",127,0.92,"finais (6-9)",4.7,260.16,271.21,NA,NA,5.2,0.06,0.23,9.17,-23.68626092,-46.79386429
"927","CEU EMEF JACANA",35298268,3550308,"municipal",154,0.83,"finais (6-9)",4.6,234.44,239.51,NA,NA,5.29,0.09,0.21,9.14,NA,NA
"928","CEU EMEF VILA RUBI",35298293,3550308,"municipal",75,1,"finais (6-9)",4.5,253.61,263.22,NA,NA,5.48,0.07,0.29,10.07,-23.7279601,-46.6968737
"929","EMEF JARDIM GUARANI - JOSE ALFREDO APOLINARIO PROF",35300317,3550308,"municipal",116,0.92,"finais (6-9)",4.8,256.23,251.54,NA,NA,5.2,0.09,0.2,9.36,-23.4625,-46.69003
"930","EMEF JARDIM DA CONQUISTA",35346445,3550308,"municipal",71,0.83,"finais (6-9)",4.9,247.54,253.14,NA,NA,4.99,0.08,0.21,8.5,-23.413706,-46.75061255
"931","EMEF JARDIM DAMASCENO I",35354685,3550308,"municipal",88,0.83,"finais (6-9)",4.7,244.9,244.98,NA,NA,4.81,0.12,0.32,9.44,-23.44628479,-46.70394122
"932","EMEF JOSE HERMINIO RODRIGUES CEL PM",35354715,3550308,"municipal",128,0.92,"finais (6-9)",4.4,231.47,240.35,NA,NA,5.04,0.09,0.22,8.56,-23.46106135,-46.68175553
"933","EMEF MARILI DIAS PROFA",35355185,3550308,"municipal",117,0.92,"finais (6-9)",4.8,251.58,249.54,NA,NA,5.18,0.18,0.15,8.73,-23.4408,-46.8074
"934","CEU EMEF VILA DO SOL",35356612,3550308,"municipal",118,0.83,"finais (6-9)",4.8,244.36,257.84,NA,NA,4.89,0.04,0.29,7.75,-23.7353,-46.7803
"935","CEU EMEF CANTOS DO AMANHECER",35356736,3550308,"municipal",134,0.92,"finais (6-9)",5,264.26,265.71,NA,NA,5.2,0.13,0.28,9.03,-23.6492,-46.7857
"936","CEU EMEF MARIO FITTIPALDI",35356761,3550308,"municipal",112,1,"finais (6-9)",4.7,257.52,265.45,NA,NA,5.18,0.15,0.22,9.93,-23.69687034,-46.76525181
"937","CEU EMEF JARDIM PAULISTANO",35356815,3550308,"municipal",131,0.92,"finais (6-9)",4.8,242.5,247.26,NA,NA,5.07,0.08,0.34,8.91,-23.46245271,-46.71258221
"938","CEU EMEF LAJEADO",35356852,3550308,"municipal",131,0.92,"finais (6-9)",5.7,272.45,286.85,NA,NA,5.18,0.11,0.21,10.25,-23.5449984,-46.4010659
"939","CEU EMEF ROSANGELA RODRIGUES VIEIRA PROFA",35357030,3550308,"municipal",135,0.92,"finais (6-9)",5,261.42,254.05,NA,NA,5.55,0.12,0.26,10.69,-23.4985012,-46.4961177
"940","CEU EMEF TATIANA BELINKY",35357091,3550308,"municipal",125,0.92,"finais (6-9)",5.4,268.63,271.71,NA,NA,5.66,0.11,0.34,10.81,-23.6098,-46.494
"941","CEU EMEF TRES PONTES",35357121,3550308,"municipal",NA,1,"finais (6-9)",NA,NA,NA,NA,NA,4.97,NA,NA,NA,-23.4783046,-46.3812571
"942","EMEF JARDIM MITSUTANI I - PAULO PATARRA JORNALISTA",35359993,3550308,"municipal",67,0.92,"finais (6-9)",5.1,254.51,253.67,NA,NA,5.2,0.13,0.22,9.12,-23.6479,-46.7897
"943","CEU EMEF JOSE REZENDE PROF",35381111,3550308,"municipal",NA,1,"finais (6-9)",NA,NA,NA,NA,NA,5.18,NA,NA,NA,NA,NA
"944","EMEF NEIR AUGUSTO LOPES PROF",35389389,3550308,"municipal",73,0.83,"finais (6-9)",5.3,256.32,270.82,NA,NA,4.95,0.08,0.26,9.44,-23.4631,-46.6601
"945","CEU EMEF ANTONIO CARLOS ROCHA PROF",35393277,3550308,"municipal",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,4.27,NA,NA,NA,NA,NA
"946","CEU EMEF MARA CRISTINA TARTAGLIA SENA PROFA",35396692,3550308,"municipal",120,1,"finais (6-9)",4.6,256.2,248.58,NA,NA,5.16,0.1,0.23,9.46,NA,NA
"947","CEU EMEF MARIA APARECIDA DE SOUZA CAMPOS PROFA",35397064,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5.31,NA,NA,NA,-23.5801609,-46.524376
"948","CEU EMEF VALTER PAULINO ESTEVAM PROF DR",35397271,3550308,"municipal",135,0.83,"finais (6-9)",4.3,230.93,227.62,NA,NA,5.18,0.17,0.2,8.26,-23.44,-46.7873
"949","CEU EMEF JAGUARE",35397477,3550308,"municipal",101,1,"finais (6-9)",3.9,230.22,219.57,NA,NA,4.7,0.13,0.19,7.64,-23.5504,-46.7424
"950","CEU EMEF ALTO ALEGRE",35398408,3550308,"municipal",NA,1,"finais (6-9)",NA,NA,NA,NA,NA,5.06,NA,NA,NA,NA,NA
"951","CEU EMEF JOSE SARAMAGO",35399700,3550308,"municipal",139,0.83,"finais (6-9)",4.6,237.25,246.08,NA,NA,5.19,0.12,0.26,8.71,-23.6747,-46.76879
"952","EMEF CAIRA ALAYDE ALVARENGA MEDEA PROFA",35399930,3550308,"municipal",68,0.92,"finais (6-9)",4.6,235.97,245.26,NA,NA,5.18,0.07,0.35,10,-23.4693,-46.7003
"953","EMEF AGUAS DE MARCO",35400051,3550308,"municipal",94,0.92,"finais (6-9)",5.5,274.26,260.25,NA,NA,5.31,0.18,0.29,10.79,-23.55359515,-46.43040931
"954","EMEF GILMAR TACCOLA PROF",35400063,3550308,"municipal",76,1,"finais (6-9)",5,271.35,251.04,NA,NA,6.23,0.05,0.41,12.46,-23.5582378,-46.5418693
"955","EMEF DAMA ENTRE RIOS VERDES",35400075,3550308,"municipal",111,0.92,"finais (6-9)",4.6,248.13,248.74,NA,NA,5.33,0.06,0.27,9.52,NA,NA
"956","EMEF JARDIM FONTALIS",35400087,3550308,"municipal",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,4.82,NA,NA,NA,-23.4318,-46.5746
"957","EMEF SERAFIN MARTINEZ GUTIERREZ PE",35400324,3550308,"municipal",130,1,"finais (6-9)",5.3,254.61,262.98,NA,NA,5.45,0.17,0.26,10.93,-23.5517279,-46.4824446
"958","EMEF HERCILIA DE CAMPOS COSTA",35407343,3550308,"municipal",59,0.92,"finais (6-9)",4.8,273.93,257.08,NA,NA,5.18,0.03,0.15,9.92,-23.6488208,-46.60533871
"959","EMEF NEUZA AVELINO DA SILVA MELO",35408360,3550308,"municipal",103,0.92,"finais (6-9)",5.2,258.42,256.22,NA,NA,5.05,0.13,0.25,7.83,-23.4866145,-46.4671028
"960","EMEF JOSEFA NICACIO ARAUJO PROFA",35408384,3550308,"municipal",116,0.83,"finais (6-9)",4.5,243.5,253.86,NA,NA,4.78,0.11,0.29,8.93,-23.5150615,-46.3811009
"961","EMEF MURURES",35408463,3550308,"municipal",102,0.83,"finais (6-9)",4.9,251.7,254.06,NA,NA,4.94,0.19,0.28,7.66,-23.4764888,-46.4188563
"962","EMEF IZABEL APARECIDA CRISTOVAO DA LUZ PROFA",35408566,3550308,"municipal",79,0.92,"finais (6-9)",4.6,244.14,251.22,NA,NA,5.44,0.11,0.18,8.45,-23.4977608,-46.388905
"963","EMEF MARISA MORETTI CAMARA PROFA",35408608,3550308,"municipal",106,1,"finais (6-9)",4.7,240.46,242.35,NA,NA,4.75,0.11,0.25,11.07,-23.5244,-46.4049
"964","TERUKO UEDA YAMAGUTI PROFESSORA",35409169,3550308,"estadual",153,0.83,"finais (6-9)",5.5,266.18,268.13,NA,NA,5.53,0.04,0.35,10.39,-23.6398472,-46.5969908
"965","EMEF MARIA LUCIA DOS SANTOS PROFA",35410697,3550308,"municipal",102,0.92,"finais (6-9)",4.9,249.25,245.03,NA,NA,4.92,0.07,0.23,9.67,-23.6761,-46.6634
"966","EMEF ANA MARIA ALVES BENETTI PROFA",35410743,3550308,"municipal",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,5.37,NA,NA,NA,-23.6523,-46.6458
"967","JUAN CARLOS ONETTI ESCRITOR",35412173,3550308,"estadual",76,0.75,"finais (6-9)",4.8,257.07,258.68,NA,NA,5.32,0.01,0.33,8.36,-23.566275,-46.42583167
"968","CEU EMEF PARAISOPOLIS",35413012,3550308,"municipal",167,0.83,"finais (6-9)",4.8,242.32,245.85,NA,NA,4.24,0.16,0.19,6.2,-23.6221068,-46.72744953
"969","EMEF ALEX MARTINS COSTA PROF MAESTRO",35415108,3550308,"municipal",100,0.92,"finais (6-9)",5,256.12,263.52,NA,NA,5.75,0.16,0.24,10.08,-23.5238,-46.4812
"970","EMEF CONSTELACAO DO INDIO",35415376,3550308,"municipal",68,0.92,"finais (6-9)",5.1,254.62,263.12,NA,NA,5.03,0.06,0.26,9.6,-23.77182643,-46.70957343
"971","EMEF CARLOS FRANCISCO GASPAR",35415388,3550308,"municipal",99,1,"finais (6-9)",4.4,250.05,249.39,NA,NA,5.18,0.14,0.19,8.89,-23.76002134,-46.71305968
"972","EMEF GENY MARIA MUNIZ ALMEIDA KLEIN PUSSINELLI PROFA",35415397,3550308,"municipal",65,0.92,"finais (6-9)",4.5,242.12,245.29,NA,NA,5.28,0.12,0.17,8.9,-23.7141041,-46.6954994
"973","JOSE EPHIM MINDLIN",35415443,3550308,"estadual",224,0.83,"finais (6-9)",5.5,275.74,274.57,NA,NA,5.34,0.09,0.36,9.71,-23.7397743,-46.6861745
"974","EMEF MARTIN LUTHER KING JR",35417051,3550308,"municipal",61,1,"finais (6-9)",4.8,246.4,248.72,NA,NA,5.03,0.08,0.34,8.76,-23.5951969,-46.4191055
"975","EMEF PARQUE BOA ESPERANCA II",35417063,3550308,"municipal",143,0.92,"finais (6-9)",5.2,256.2,259.99,NA,NA,5.05,0.1,0.27,8.43,-23.60501035,-46.45175881
"976","EMEF VIRGINIA LORISA ZEITOUNIAN CAMARGO PROFA",35417397,3550308,"municipal",84,1,"finais (6-9)",5.4,261.5,275.14,NA,NA,5.79,0.13,0.36,9.67,-23.6083998,-46.4634294
"977","EMEF SOCRATES BRASILEIRO SAMPAIO DE SOUSA VIEIRA DE OLIVEIRA",35417440,3550308,"municipal",99,0.92,"finais (6-9)",3.6,231.67,237.53,NA,NA,4.84,0.09,0.29,10.05,-23.63054919,-46.75950182
"978","EMEF CAMPO LIMPO II",35418161,3550308,"municipal",53,1,"finais (6-9)",4.4,233.84,235.55,NA,NA,4.85,0.08,0.3,7.82,-23.6777,-46.7867
"979","EMEF CAMPO LIMPO III -LUISA ROSARIA DE OLIVEIRA DIAS",35418213,3550308,"municipal",103,1,"finais (6-9)",4.8,257.34,256.58,NA,NA,5.21,0.07,0.27,10.27,-23.67715159,-46.7941333
"980","EMEF MARLI FERRAZ TORRES BONFIM",35418250,3550308,"municipal",73,1,"finais (6-9)",3.9,229.41,242.37,NA,NA,5.21,0.07,0.18,9.66,-23.68022667,-46.76713667
"981","EMEF M BOI MIRIM I",35419285,3550308,"municipal",48,0.92,"finais (6-9)",4.2,237.3,229.17,NA,NA,5.2,0.04,0.21,8.74,-23.66585471,-46.74299494
"982","EMEF MILLOR FERNANDES JORNALISTA",35419345,3550308,"municipal",95,0.92,"finais (6-9)",4.8,248.82,248.58,NA,NA,4.93,0.07,0.26,9.83,-23.63454,-46.74909
"983","EMEF MEIRE DE JESUS RIBEIRO PROF",35419357,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5,NA,NA,NA,-23.5851023,-46.39258
"984","EMEF JURANDI GOMES DE ARAUJO PROF",35419436,3550308,"municipal",115,1,"finais (6-9)",5.4,269.43,269.45,NA,NA,5,0.1,0.26,9.3,-23.5061988,-46.3754865
"985","EMEF BADRA",35419461,3550308,"municipal",92,0.92,"finais (6-9)",4.6,236.84,242.52,NA,NA,4.52,0.12,0.17,7.69,-23.42007,-46.74925833
"986","EMEF JOSE FRANCISCO CAVALCANTE PROF",35419746,3550308,"municipal",69,0.83,"finais (6-9)",4.9,254.89,251.39,NA,NA,5.2,0.07,0.25,9.53,-23.67893199,-46.79240562
"987","EMEF ALDINA ANALIA AGOSTINHA TADDEO CONDE PROFA",35419801,3550308,"municipal",68,0.92,"finais (6-9)",5.3,273.94,269.37,NA,NA,5.3,0.16,0.38,8,-23.7449793,-46.7043445
"988","EMEF GILBERTO DUPAS PROF",35419977,3550308,"municipal",91,0.83,"finais (6-9)",4.2,233.67,231.21,NA,NA,5.49,0.09,0.29,9.83,-23.47514565,-46.66884957
"989","EMEF ELIANE BENUTE LESSA AYRES GONCALVES PROFESSORA- NANY BENUTE",35424134,3550308,"municipal",131,0.67,"finais (6-9)",4.6,243.37,236.83,NA,NA,5.17,0.14,0.24,8.95,-23.43510717,-46.71983017
"990","EMEF ALICE MEIRELLES REIS PROFA",35424161,3550308,"municipal",142,0.92,"finais (6-9)",4.9,250.66,250.3,NA,NA,5.2,0.1,0.23,9.57,-23.44099544,-46.71723498
"991","EMEF JARDIM PAULO VI",35428848,3550308,"municipal",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,4.68,NA,NA,NA,-23.60213,-46.78347
"992","EMEF VILA MUNCK",35428851,3550308,"municipal",51,1,"finais (6-9)",5.3,256.09,269.42,NA,NA,5,0.16,0.29,11.6,-23.5916,-46.8005
"993","EMEF M BOI MIRIM II",35429405,3550308,"municipal",113,1,"finais (6-9)",4.6,261.22,267.58,NA,NA,5.04,0.08,0.25,9.65,-23.6627,-46.7488
"994","JARDIM PEDRA BRANCA",35433482,3550308,"estadual",NA,0.75,"finais (6-9)",NA,NA,NA,NA,NA,5.13,NA,NA,NA,-23.5821009,-46.4198661
"995","CARLOS ESTEVAM ALDO MARTINS PROFESSOR",35433615,3550308,"estadual",77,0.83,"finais (6-9)",5.1,250.32,255.7,NA,NA,5,0.06,0.39,9,-23.6238853,-46.5949936
"996","EMEF MOISES ELIAS DE SOUZA TTE",35433718,3550308,"municipal",132,0.83,"finais (6-9)",4,220.54,226.65,NA,NA,5.02,0.11,0.25,8.43,NA,NA
"997","EMEF HELINA COUTINHO LOURENCO ALVES PROFESSORA",35434085,3550308,"municipal",94,0.83,"finais (6-9)",4.7,250.31,252.58,NA,NA,4.86,0.03,0.22,8.68,-23.5787,-46.4129
"998","EMEF CELIA REGINA ANDERY BRAGA PROF",35434097,3550308,"municipal",98,0.92,"finais (6-9)",4.7,249.01,255.54,NA,NA,5.21,0.1,0.22,9.88,-23.5652549,-46.4168788
"999","EMEF BARTOLOMEU CAMPOS DE QUEIROS",35434103,3550308,"municipal",64,0.92,"finais (6-9)",5,247.51,252.54,NA,NA,5.33,0.09,0.36,7.57,-23.602,-46.5031
"1000","EMEF MARIA APARECIDA MAGNANELLI FERNANDES PROFA",35434152,3550308,"municipal",NA,1,"finais (6-9)",NA,NA,NA,NA,NA,4.75,NA,NA,NA,-23.5708006,-46.3973428
"1001","ROSA INES BORNIA MOREIRA PROFESSORA",35437050,3550308,"estadual",NA,0.67,"finais (6-9)",NA,NA,NA,NA,NA,5.3,NA,NA,NA,-23.7136145,-46.6353004
"1002","NAIR OLEGARIO CAJUEIRO",35438042,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,5.32,NA,NA,NA,-23.6808343,-46.7515471
"1003","SITIO CONCEICAO",35438112,3550308,"estadual",140,0.92,"finais (6-9)",4.2,241.95,242.63,NA,NA,4.73,0.09,0.29,8.11,-23.5784762,-46.3916883
"1004","EMEF JOSE CARLOS NICOLETO - ZITO PROFESSOR",35440024,3550308,"municipal",77,0.83,"finais (6-9)",5,247.56,250.93,NA,NA,4.44,0.13,0.29,6.92,-23.63098667,-46.45725833
"1005","EMEF MARIA APARECIDA RODRIGUES CINTRA PROFA",35443219,3550308,"municipal",33,0.92,"finais (6-9)",4.7,246.72,234.23,NA,NA,5.39,0.15,0.45,10.12,-23.4827,-46.7035
"1006","BERNARDO O HIGGINS DOM",35444133,3550308,"estadual",147,0.75,"finais (6-9)",5,247.64,252.41,NA,NA,4.98,0.1,0.25,9.78,-23.5147944,-46.3838137
"1007","EMEF ESTACAO JARAGUA",35445502,3550308,"municipal",87,1,"finais (6-9)",4.8,256.76,260.8,NA,NA,5.53,0.1,0.3,10.83,-23.456,-46.7376
"1008","EMEF LILIAN MASO PROFA",35445526,3550308,"municipal",68,0.83,"finais (6-9)",4.7,241.34,254.45,NA,NA,4.83,0.04,0.28,8.59,-23.46185185,-46.70999571
"1009","EMEF AMELIA RODRIGUES DE OLIVEIRA PROFA",35445548,3550308,"municipal",94,0.75,"finais (6-9)",4.8,246.11,247.82,NA,NA,5.18,0.11,0.17,8.54,NA,NA
"1010","EMEF PERIMETRAL",35446865,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,4.36,NA,NA,NA,-23.6215,-46.7293
"1011","JARDIM SANTO ANDRE III",35447663,3550308,"estadual",162,0.83,"finais (6-9)",4.5,239.1,248.35,NA,NA,4.94,0.04,0.2,8.41,-23.63065592,-46.44386549
"1012","MORRO DOCE",35457243,3550308,"estadual",148,0.83,"finais (6-9)",5.3,262.08,264.15,NA,NA,4.79,0.07,0.33,8.49,-23.43849939,-46.79212324
"1013","RAIMUNDO SERAFIM DE LIMA INSPETOR",35461295,3550308,"estadual",72,0.75,"finais (6-9)",5,266.03,271.42,NA,NA,5.29,0.03,0.35,7.89,-23.6611215,-46.7361487
"1014","BERNADETE APARECIDA PEREIRA GODOI PROFA",35461313,3550308,"estadual",144,0.92,"finais (6-9)",5.7,267.8,273.18,NA,NA,5.33,0.12,0.24,10.76,-23.6866116,-46.7918508
"1015","JARDIM IPE",35461325,3550308,"estadual",NA,NA,"finais (6-9)",NA,NA,NA,NA,NA,5.14,NA,NA,NA,-23.6563193,-46.7708323
"1016","JORNALISTA RUY MESQUITA",35463073,3550308,"estadual",NA,0.83,"finais (6-9)",NA,NA,NA,NA,NA,4.53,NA,NA,NA,-23.4585224,-46.7021074
"1017","EMEF MARIA APARECIDA DO NASCIMENTO PROFA",35467108,3550308,"municipal",NA,1,"finais (6-9)",NA,NA,NA,NA,NA,4.9,NA,NA,NA,-23.5931036,-46.4135107
"1018","EMEF ABRAO HUCK DR",35477936,3550308,"municipal",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,4.47,NA,NA,NA,-23.6098,-46.5976
"1019","JARDIM NORONHA V",35479081,3550308,"estadual",185,0.67,"finais (6-9)",5.1,260.66,256.63,NA,NA,5.04,0.03,0.29,7.29,-23.7680698,-46.6770702
"1020","CYNIRA STOCCO FAUSTO PROFESSORA",35479500,3550308,"estadual",119,0.83,"finais (6-9)",4.9,253.52,252.55,NA,NA,4.4,0.04,0.27,8.43,-23.461294,-46.7155476
"1021","EMEF FORTE DOS REIS MAGOS",35481452,3550308,"municipal",81,0.75,"finais (6-9)",4.7,238.94,241.5,NA,NA,5.16,0.12,0.21,7.51,-23.6223032,-46.4614985
"1022","CANDIDA RITA DA SILVA PAULO",35483643,3550308,"estadual",295,0.83,"finais (6-9)",5.3,261.19,264.18,266.17,241.85,5.21,0.15,0.27,9.24,-23.5358731,-46.3973279
"1023","EMEF EDIVALDO DOS SANTOS DANTAS PROF",35513210,3550308,"municipal",109,1,"finais (6-9)",4.9,256.81,256.18,NA,NA,5.16,0.13,0.18,8.94,-23.7258,-46.7608
"1024","EMEF PEDRO FUKUYEI YAMAGUCHI FERREIRA",35529011,3550308,"municipal",119,0.92,"finais (6-9)",4.7,246.85,242.71,NA,NA,4.95,0.11,0.27,9.17,-23.4927748,-46.4487587
"1025","CENTRO ATEND SOCIOEDUC AO ADOLESCENTE IPE CI",35559763,3550308,"estadual",NA,0.25,"finais (6-9)",NA,NA,NA,NA,NA,5.6,NA,NA,NA,-23.5957812,-46.8031154
"1026","EMEF TEREZA SETUKO KOSHIMAE HATORI PROFA",35560431,3550308,"municipal",NA,0.75,"finais (6-9)",NA,NA,NA,NA,NA,4.92,NA,NA,NA,NA,NA
"1027","EMEF JOSE MARIO PIRES AZANHA PROF",35560443,3550308,"municipal",93,0.83,"finais (6-9)",4.7,249.7,233.22,NA,NA,5.16,0.14,0.18,10,-23.5237909,-46.4325256
"1028","EMEF MILTON PEREIRA COSTA",35560455,3550308,"municipal",102,0.92,"finais (6-9)",5.2,266.7,260,NA,NA,5.43,0.1,0.32,10.44,-23.4995371,-46.4670336
"1029","WALTER LERNER PROFESSOR",35566020,3550308,"estadual",99,0.83,"finais (6-9)",4.9,250.56,247.15,NA,NA,4.83,0.14,0.33,8.05,-23.7010872,-46.6446334
"1030","EMEF CHACARA TURISTICA",35567048,3550308,"municipal",90,1,"finais (6-9)",4.6,261.14,255.09,NA,NA,5.19,0.07,0.26,9.07,-23.47275167,-46.75512833
"1031","EMEF ACLAMADO",35578691,3550308,"municipal",25,0.75,"finais (6-9)",5.7,268.01,271.08,NA,NA,5.16,0.08,0.2,7.38,-23.6032685,-46.4473197
"1032","EMEF JARDIM SILVA TELES",35587679,3550308,"municipal",25,0.75,"finais (6-9)",3.7,222.81,213.65,NA,NA,4.59,0.08,0.2,8.12,NA,NA
"1033","EUNICE MARQUES MOURA BASTOS PROFA",35900060,3550308,"estadual",95,0.92,"finais (6-9)",5.2,259.85,259.59,NA,NA,5.3,0.08,0.28,9.65,-23.51633049,-46.42608158
"1034","LEILA SABINO PROFESSORA",35900102,3550308,"estadual",72,0.75,"finais (6-9)",5.2,263.49,260.58,NA,NA,5.75,0.15,0.35,9.08,-23.7057009,-46.7456332
"1035","EDUARDO GOMES BRIGADEIRO COHAB",35901684,3550308,"estadual",112,0.75,"finais (6-9)",4.6,249.34,251.29,NA,NA,5.25,0.08,0.21,9.18,-23.4416242,-46.7120321
"1036","MIGUEL SANSIGOLO PROF",35901702,3550308,"estadual",180,0.83,"finais (6-9)",5.1,255.44,256.86,NA,NA,5.74,0.06,0.33,9.67,-23.5893207,-46.5144851
"1037","CAMILO MARIA CAVALHEIRO DOM",35901714,3550308,"estadual",108,0.75,"finais (6-9)",5.5,274.44,272.3,NA,NA,5.66,0.06,0.43,9.1,-23.5545294,-46.5081816
"1038","JOSE BUSTAMANTE DEPUTADO",35901726,3550308,"estadual",NA,0.67,"finais (6-9)",NA,NA,NA,NA,NA,5.06,NA,NA,NA,-23.4967257,-46.3749663
"1039","AMADOR E CATHARINA SAPORITO AUGUSTO",35901748,3550308,"estadual",44,0.75,"finais (6-9)",5.6,259.16,284.38,NA,NA,5.63,0.07,0.27,10,-23.6200844,-46.7628967
"1040","JOSE PORPHYRIO DA PAZ",35901751,3550308,"estadual",199,0.75,"finais (6-9)",4.3,242.14,242.71,NA,NA,4.76,0.05,0.19,8.32,-23.697642,-46.7848989
"1041","HERMINIO SACCHETTA",35901799,3550308,"estadual",81,0.75,"finais (6-9)",4.4,246.13,250.47,NA,NA,5.12,0.07,0.3,8.42,-23.81571833,-46.670215
"1042","SHIRO KYONO DEPUTADO",35902226,3550308,"estadual",56,0.75,"finais (6-9)",3.9,248.44,247.12,NA,NA,5.08,0.07,0.27,9.25,-23.6055173,-46.5042257
"1043","MARGARIDA MARIA ALVES",35902263,3550308,"estadual",154,0.83,"finais (6-9)",4.8,245.37,256.15,NA,NA,5.05,0.06,0.29,8.34,-23.6861477,-46.7882171
"1044","IRMA CHARLITA",35902287,3550308,"estadual",185,0.83,"finais (6-9)",5.2,264.83,274.1,NA,NA,5.18,0.07,0.29,9.94,-23.75271457,-46.6803745
"1045","EUGENIO MARIZ DE OLIVEIRA NETTO",35902305,3550308,"estadual",NA,0.92,"finais (6-9)",NA,NA,NA,NA,NA,5.17,NA,NA,NA,-23.6929459,-46.7422239
"1046","FRANCISCO ALVES MOURAO PROFESSOR",35902500,3550308,"estadual",181,0.67,"finais (6-9)",5.1,259.29,257.88,NA,NA,5.3,0.07,0.26,8.69,-23.7104515,-46.6583715
